heat_id,timestamp,shift,operator_id,furnace_id,mold_line_id,pattern_id,pattern_age_cycles,season,ambient_temp_C,ambient_humidity_pct,sand_moisture_pct,mold_hardness_B,mold_temp_C,binder_pct,mold_permeability,C_pct,Si_pct,Mn_pct,S_pct,P_pct,Cr_pct,carbon_equivalent,mn_s_ratio_ok,pour_temp_C,superheat_C,pour_rate_kg_per_s,pour_delay_min,cooling_rate_C_per_min,fade_time_min,inoculant_dose_pct,core_moisture_pct,furnace_temp_drift_C,bore_diameter_mm,deck_height_mm,wall_thickness_mm,surface_roughness_Ra_um,defect_class,severity,disposition,customer_complaint,yield_pct,casting_weight_kg,warranty_risk_score,oem_customer
H-2025-00778,2025-02-27 02:04:00,C,OP-308,F1,ML-2,PT-B,632,Winter,19.7,53.9,3.27,78.2,28.6,1.76,133.2,3.486,1.964,0.655,0.074,0.092,0.009,4.171,True,1409.2,229.2,6.79,2.8,9.23,1.0,0.256,2.79,8.5,89.4902,219.9909,4.5381,3.23,None,None,OK,False,97.98,219.28,2.0,OEM-ASHOK_LEYLAND
H-2025-00779,2025-02-27 05:10:00,C,OP-308,F1,ML-2,PT-A,489,Winter,22.7,42.4,2.5,77.0,32.6,1.73,108.8,3.325,2.052,0.667,0.103,0.088,0.001,4.038,True,1421.1,241.1,7.94,5.16,10.66,1.8,0.199,2.01,10.7,89.5054,220.0175,4.4805,6.46,None,None,OK,False,97.96,210.89,1.23,OEM-MAHINDRA
H-2025-00780,2025-02-27 07:57:00,A,OP-104,F1,ML-1,PT-A,490,Winter,19.7,43.4,2.77,85.9,36.5,2.01,104.3,3.412,1.979,0.516,0.092,0.077,0.047,4.098,True,1409.8,229.8,7.83,0.88,15.67,2.2,0.208,2.54,8.9,89.5055,220.0059,4.5431,5.92,None,None,OK,False,97.33,215.32,3.46,OEM-TATA
H-2025-00781,2025-02-27 11:54:00,A,OP-104,F1,ML-1,PT-A,491,Winter,19.3,54.9,2.5,91.4,36.6,2.0,99.1,3.409,2.057,0.551,0.096,0.067,0.035,4.117,True,1440.3,260.3,7.48,2.8,11.48,3.2,0.158,2.87,9.0,89.5149,220.0026,4.4064,3.43,None,None,OK,False,96.94,215.75,2.29,OEM-TATA
H-2025-00782,2025-02-27 12:40:00,A,OP-104,F1,ML-1,PT-A,492,Winter,17.0,59.6,2.89,88.3,30.2,2.04,118.0,3.293,2.111,0.652,0.071,0.066,0.061,4.019,True,1432.1,252.1,9.85,1.3,13.56,5.4,0.172,2.71,9.5,89.4943,220.0124,4.4903,3.84,None,None,OK,False,97.18,213.2,2.73,OEM-TATA
H-2025-00783,2025-02-27 13:56:00,A,OP-104,F2,ML-1,PT-B,633,Winter,21.6,50.0,2.83,84.1,38.6,1.92,121.3,3.273,2.273,0.657,0.114,0.083,0.024,4.058,True,1415.5,235.5,7.58,0.1,10.18,0.9,0.182,2.19,1.1,89.4907,220.002,4.5286,6.88,None,None,OK,False,98.9,213.48,2.1,OEM-TATA
H-2025-00784,2025-02-27 15:24:00,B,OP-217,F2,ML-1,PT-A,493,Winter,21.0,40.9,3.06,84.0,30.3,2.26,113.2,3.346,2.053,0.666,0.094,0.062,0.003,4.051,True,1408.3,228.3,7.36,0.3,11.23,7.9,0.215,2.9,2.7,89.5307,220.0245,4.4967,4.53,None,None,OK,False,98.61,212.45,2.75,OEM-ASHOK_LEYLAND
H-2025-00785,2025-02-27 20:35:00,B,OP-217,F2,ML-1,PT-B,634,Winter,21.7,44.7,3.03,80.2,36.3,1.97,134.8,3.298,2.132,0.707,0.11,0.05,0.018,4.025,True,1404.9,224.9,5.88,3.03,13.37,6.4,0.187,2.64,4.0,89.5112,219.9958,4.4468,4.19,None,None,OK,False,97.17,219.17,2.15,OEM-MAHINDRA
H-2025-00786,2025-02-28 01:02:00,C,OP-308,F2,ML-1,PT-A,494,Winter,21.3,44.3,2.68,80.6,35.7,1.92,117.0,3.17,1.938,0.5,0.078,0.071,0.069,3.84,True,1399.8,219.8,8.35,0.2,10.55,1.4,0.207,3.0,3.1,89.5099,219.9821,4.5057,6.13,None,None,OK,False,98.21,214.58,2.54,OEM-TATA
H-2025-00787,2025-02-28 06:55:00,A,OP-104,F1,ML-2,PT-A,495,Winter,23.0,58.7,2.65,81.1,35.5,1.78,119.3,3.437,1.966,0.5,0.06,0.066,0.04,4.114,True,1426.7,246.7,7.58,2.28,13.05,1.9,0.187,2.98,10.6,89.4829,219.9942,4.475,6.88,None,None,OK,False,97.7,212.03,3.01,OEM-ASHOK_LEYLAND
H-2025-00788,2025-02-28 09:43:00,A,OP-104,F2,ML-2,PT-B,635,Winter,23.0,48.4,3.19,84.6,38.4,1.73,106.3,3.418,2.206,0.662,0.073,0.068,0.0,4.177,True,1409.5,229.5,7.56,4.03,13.63,0.7,0.169,2.97,4.5,89.5025,219.9996,4.5413,4.02,None,None,OK,False,96.94,213.66,1.37,OEM-MAHINDRA
H-2025-00789,2025-02-28 12:20:00,A,OP-104,F1,ML-2,PT-A,496,Winter,18.5,59.0,2.85,82.7,31.2,2.27,131.1,3.261,2.028,0.646,0.103,0.085,0.024,3.965,True,1439.8,259.8,9.21,0.27,8.07,4.7,0.224,3.11,10.1,89.5154,220.0042,4.4461,5.47,None,None,OK,False,97.16,216.99,2.5,OEM-TATA
H-2025-00790,2025-02-28 12:27:00,A,OP-104,F2,ML-1,PT-C,856,Winter,17.5,57.2,3.09,87.6,34.0,1.73,114.0,3.249,2.227,0.613,0.07,0.077,0.117,4.017,True,1428.8,248.8,7.35,1.84,11.7,0.1,0.211,2.56,1.6,89.5095,220.0047,4.4994,6.13,None,None,OK,False,96.84,217.28,3.65,OEM-MAHINDRA
H-2025-00791,2025-02-28 13:00:00,A,OP-104,F2,ML-1,PT-B,636,Winter,23.4,49.0,2.68,80.4,32.8,1.78,81.9,3.409,1.968,0.615,0.11,0.071,0.043,4.088,True,1414.8,234.8,8.5,0.8,11.51,6.2,0.172,2.46,2.1,89.5119,220.0051,4.4531,4.16,None,None,OK,False,98.78,214.91,2.37,OEM-TATA
H-2025-00792,2025-02-28 14:45:00,B,OP-217,F2,ML-1,PT-C,857,Winter,21.7,40.5,3.21,83.0,29.9,1.95,135.2,3.56,2.006,0.528,0.076,0.054,0.093,4.247,True,1425.9,245.9,8.09,4.07,13.4,3.0,0.214,2.33,5.5,89.4957,219.9892,4.5029,5.1,None,None,OK,False,95.84,213.02,2.83,OEM-TATA
H-2025-00793,2025-02-28 14:56:00,B,OP-217,F1,ML-2,PT-A,497,Winter,23.8,59.5,2.77,78.5,35.5,2.19,100.4,3.472,2.263,0.528,0.093,0.068,0.019,4.249,True,1376.5,196.5,6.93,6.28,14.36,6.6,0.18,2.52,9.6,89.4858,219.9736,4.4657,4.04,Cold_Shut,Major_Rework,Scrap,False,90.88,217.02,5.12,OEM-TATA
H-2025-00794,2025-02-28 15:37:00,B,OP-217,F2,ML-1,PT-A,498,Winter,20.0,40.2,2.83,81.6,29.3,1.79,100.9,3.494,2.139,0.547,0.091,0.05,0.041,4.224,True,1406.6,226.6,5.81,4.08,10.93,3.6,0.235,2.94,2.9,89.4922,219.9649,4.4953,4.89,None,None,OK,False,98.23,214.99,1.54,OEM-TATA
H-2025-00795,2025-02-28 16:26:00,B,OP-217,F2,ML-2,PT-A,499,Winter,23.7,57.1,2.9,79.0,33.5,1.92,98.5,3.313,1.879,0.511,0.083,0.061,0.015,3.96,True,1362.8,182.8,6.53,0.34,13.95,10.3,0.262,2.76,1.3,89.505,220.0134,4.4826,6.13,None,None,OK,False,94.16,215.38,2.81,OEM-TATA
H-2025-00796,2025-02-28 18:31:00,B,OP-217,F1,ML-1,PT-B,637,Winter,17.0,48.3,2.91,83.9,25.5,2.01,126.7,3.4,2.4,0.5,0.083,0.06,0.038,4.22,True,1411.3,231.3,8.1,1.25,14.82,5.6,0.179,2.72,9.0,89.493,219.9569,4.4829,5.59,None,None,OK,False,97.56,216.45,2.55,OEM-TATA
H-2025-00797,2025-02-28 20:28:00,B,OP-217,F2,ML-2,PT-B,638,Winter,20.7,46.0,3.22,80.2,33.0,1.99,103.0,3.334,1.981,0.647,0.072,0.075,0.023,4.019,True,1386.0,206.0,6.75,1.1,12.03,5.9,0.21,2.18,3.7,89.511,220.0052,4.5039,4.57,None,None,OK,False,96.12,213.79,2.6,OEM-MAHINDRA
H-2025-00798,2025-02-28 20:35:00,B,OP-217,F1,ML-1,PT-A,500,Winter,20.0,48.2,2.5,83.3,35.3,2.15,123.2,3.263,2.354,0.699,0.117,0.076,0.049,4.073,True,1429.0,249.0,5.97,6.0,12.05,4.5,0.22,2.82,9.1,89.5013,220.0088,4.5228,5.26,None,None,OK,False,96.75,213.68,1.89,OEM-MAHINDRA
H-2025-00799,2025-02-28 20:44:00,B,OP-217,F1,ML-1,PT-A,501,Winter,16.0,47.1,2.66,81.8,29.6,2.03,116.9,3.373,2.038,0.516,0.095,0.07,0.001,4.076,True,1410.1,230.1,7.23,0.83,11.56,7.7,0.194,2.45,8.3,89.4982,220.0112,4.5039,3.2,None,None,OK,False,98.76,217.59,0.78,OEM-TATA
H-2025-00800,2025-03-01 02:36:00,C,OP-308,F2,ML-2,PT-A,502,Pre_monsoon,35.6,61.0,2.71,85.9,47.1,2.31,124.0,3.246,1.989,0.561,0.063,0.054,0.021,3.927,True,1401.2,221.2,6.53,1.45,7.91,1.1,0.166,3.17,2.2,89.4983,220.0084,4.4957,4.3,None,None,OK,False,97.85,216.38,0.8,OEM-ASHOK_LEYLAND
H-2025-00801,2025-03-01 03:56:00,C,OP-308,F1,ML-1,PT-A,503,Pre_monsoon,36.9,57.9,3.1,81.5,45.0,2.04,142.4,3.261,2.077,0.512,0.067,0.05,0.041,3.97,True,1410.2,230.2,6.66,0.36,12.02,2.8,0.204,2.57,10.9,89.477,219.9987,4.5371,7.2,None,None,OK,False,98.47,214.05,2.93,OEM-TATA
H-2025-00802,2025-03-01 05:36:00,C,OP-308,F1,ML-1,PT-A,504,Pre_monsoon,36.2,54.0,3.09,87.3,49.2,2.01,139.0,3.297,2.04,0.527,0.095,0.099,0.005,4.01,True,1380.0,200.0,6.59,6.78,10.46,13.6,0.226,3.06,10.1,89.4835,219.9759,4.4741,5.62,Shrinkage,Scrap,Scrap,False,89.41,215.77,5.83,OEM-ASHOK_LEYLAND
H-2025-00803,2025-03-01 06:14:00,A,OP-104,F1,ML-1,PT-B,639,Pre_monsoon,29.1,53.5,2.67,83.5,40.4,1.76,119.3,3.309,2.048,0.502,0.087,0.06,0.003,4.012,True,1430.5,250.5,8.38,3.53,11.48,8.1,0.14,2.95,9.9,89.5152,219.9881,4.5174,6.21,None,None,OK,False,97.2,217.05,1.69,OEM-TATA
H-2025-00804,2025-03-01 06:42:00,A,OP-104,F1,ML-2,PT-C,858,Pre_monsoon,30.2,56.9,2.74,85.3,40.6,2.01,152.9,3.346,2.108,0.595,0.06,0.07,0.005,4.073,True,1436.3,256.3,8.63,0.07,13.86,5.5,0.189,2.61,9.8,89.4961,220.0252,4.4902,4.51,None,None,OK,False,95.69,213.02,1.74,OEM-MAHINDRA
H-2025-00805,2025-03-01 07:25:00,A,OP-104,F2,ML-2,PT-A,505,Pre_monsoon,34.2,60.0,3.07,84.8,46.7,1.82,115.3,3.102,2.244,0.63,0.12,0.066,0.029,3.872,True,1420.2,240.2,6.27,0.98,8.47,1.9,0.24,3.2,0.9,89.4934,220.009,4.5682,4.13,None,None,OK,False,98.71,213.01,1.35,OEM-TATA
H-2025-00806,2025-03-01 08:06:00,A,OP-104,F2,ML-1,PT-A,506,Pre_monsoon,35.1,57.6,2.5,87.3,44.8,1.92,102.1,3.238,2.31,0.57,0.06,0.09,0.023,4.038,True,1407.1,227.1,7.68,0.91,9.56,12.0,0.237,3.08,3.1,89.4819,219.9795,4.4749,4.31,None,None,OK,False,98.87,217.44,2.81,OEM-TATA
H-2025-00807,2025-03-01 09:37:00,A,OP-104,F1,ML-2,PT-A,507,Pre_monsoon,28.1,53.9,2.96,89.4,39.3,2.0,99.7,3.539,2.06,0.641,0.08,0.08,0.036,4.252,True,1410.3,230.3,7.95,3.58,4.92,5.3,0.147,2.83,10.7,89.5065,219.9829,4.4683,5.06,None,None,OK,False,97.08,219.04,1.74,OEM-TATA
H-2025-00808,2025-03-01 10:37:00,A,OP-104,F1,ML-2,PT-A,508,Pre_monsoon,29.4,59.3,2.7,84.9,46.7,2.04,127.9,3.349,2.11,0.588,0.087,0.062,0.058,4.073,True,1398.6,218.6,6.87,1.14,11.19,10.6,0.138,2.51,8.7,89.4727,220.0371,4.4965,6.64,None,None,OK,False,98.12,213.45,3.7,OEM-TATA
H-2025-00809,2025-03-01 10:45:00,A,OP-104,F2,ML-1,PT-B,640,Pre_monsoon,28.9,65.0,3.38,87.9,43.0,1.98,101.8,3.417,1.99,0.507,0.077,0.084,0.005,4.109,True,1409.5,229.5,6.77,1.98,7.95,3.3,0.244,3.11,4.1,89.5055,219.9782,4.493,5.64,None,None,OK,False,97.6,216.93,1.24,OEM-TATA
H-2025-00810,2025-03-01 13:41:00,A,OP-104,F2,ML-1,PT-A,509,Pre_monsoon,31.4,52.7,2.5,81.8,49.3,1.79,126.0,3.4,2.049,0.709,0.1,0.051,0.012,4.1,True,1385.8,205.8,8.98,6.87,10.11,8.9,0.124,2.69,3.5,89.4696,219.9998,4.5054,5.09,None,None,OK,False,95.7,214.66,3.1,OEM-TATA
H-2025-00811,2025-03-01 14:44:00,B,OP-217,F2,ML-1,PT-C,859,Pre_monsoon,34.8,57.9,2.75,81.9,49.1,1.79,131.6,3.337,2.044,0.5,0.095,0.073,0.001,4.043,True,1356.9,176.9,5.96,2.39,5.72,8.8,0.169,2.78,3.9,89.4988,220.0035,4.5004,5.42,Cold_Shut,Scrap,Scrap,False,86.87,215.88,4.45,OEM-TATA
H-2025-00812,2025-03-01 15:18:00,B,OP-217,F2,ML-2,PT-C,860,Pre_monsoon,37.4,55.6,2.63,85.9,46.4,1.77,123.2,3.244,1.972,0.542,0.089,0.05,0.002,3.918,True,1424.0,244.0,7.64,1.32,10.4,4.3,0.233,2.74,2.7,89.5113,220.0182,4.4971,6.76,None,None,OK,False,97.5,218.37,1.11,OEM-TATA
H-2025-00813,2025-03-01 16:56:00,B,OP-217,F2,ML-1,PT-A,510,Pre_monsoon,28.9,53.3,2.73,81.3,43.6,2.04,120.7,3.284,2.4,0.633,0.086,0.081,0.003,4.111,True,1439.2,259.2,7.5,0.28,10.94,16.4,0.251,2.67,4.0,89.4952,220.0177,4.5415,4.35,None,None,OK,False,97.38,218.78,1.14,OEM-TATA
H-2025-00814,2025-03-01 18:27:00,B,OP-217,F1,ML-2,PT-C,861,Pre_monsoon,33.1,63.1,3.56,82.2,49.7,1.92,121.1,3.585,2.047,0.598,0.095,0.067,0.06,4.29,True,1393.2,213.2,9.25,2.36,9.27,3.5,0.158,2.61,6.9,89.498,220.0111,4.5415,6.79,None,None,OK,False,95.33,217.88,1.78,OEM-TATA
H-2025-00815,2025-03-02 03:44:00,C,OP-308,F2,ML-1,PT-B,641,Pre_monsoon,31.7,64.4,3.41,86.4,48.9,2.0,113.8,3.286,2.153,0.651,0.084,0.071,0.043,4.027,True,1415.2,235.2,8.51,0.03,9.16,7.1,0.211,2.45,2.7,89.5149,220.002,4.5011,5.63,None,None,OK,False,97.86,212.87,2.54,OEM-TATA
H-2025-00816,2025-03-02 07:24:00,A,OP-104,F2,ML-2,PT-C,862,Pre_monsoon,32.0,55.3,2.71,83.4,45.5,1.78,137.0,3.557,2.174,0.604,0.064,0.097,0.01,4.313,True,1407.8,227.8,6.08,1.66,8.59,1.9,0.246,2.23,3.7,89.4782,220.0099,4.4968,6.57,Gas_Porosity,Scrap,Scrap,False,92.14,215.68,5.91,OEM-TATA
H-2025-00817,2025-03-02 09:40:00,A,OP-104,F1,ML-1,PT-A,511,Pre_monsoon,28.7,55.2,2.71,91.3,37.9,1.85,128.4,3.3,1.808,0.575,0.102,0.061,0.003,3.923,True,1433.7,253.7,6.39,1.91,14.65,2.1,0.185,2.8,9.6,89.4957,220.057,4.504,5.71,None,None,OK,False,96.75,215.51,1.65,OEM-TATA
H-2025-00818,2025-03-02 13:20:00,A,OP-104,F1,ML-2,PT-C,863,Pre_monsoon,30.9,51.4,3.09,84.3,45.3,2.14,105.7,3.312,2.382,0.691,0.113,0.062,0.012,4.126,True,1423.5,243.5,6.87,1.73,7.72,1.6,0.18,2.0,10.8,89.4894,220.0646,4.5141,6.58,None,None,OK,False,96.99,212.93,1.25,OEM-ASHOK_LEYLAND
H-2025-00819,2025-03-02 13:54:00,A,OP-104,F2,ML-1,PT-A,512,Pre_monsoon,30.5,59.3,2.57,86.1,40.0,1.9,85.1,3.359,1.994,0.61,0.088,0.05,0.006,4.04,True,1419.8,239.8,7.57,0.82,15.13,2.0,0.267,2.99,2.4,89.4969,220.0114,4.4485,5.7,None,None,OK,False,97.58,215.53,1.62,OEM-ASHOK_LEYLAND
H-2025-00820,2025-03-02 14:20:00,B,OP-217,F2,ML-1,PT-A,513,Pre_monsoon,35.2,50.4,2.77,76.2,43.7,2.19,144.4,3.329,2.001,0.635,0.089,0.076,0.079,4.021,True,1361.9,181.9,5.53,0.64,9.7,5.4,0.193,2.77,1.8,89.4977,219.9927,4.5425,5.98,None,None,OK,False,95.03,215.97,3.21,OEM-TATA
H-2025-00821,2025-03-02 14:42:00,B,OP-217,F2,ML-1,PT-C,864,Pre_monsoon,34.4,57.4,2.72,84.3,44.5,2.05,133.5,3.237,2.074,0.576,0.087,0.074,0.038,3.953,True,1398.1,218.1,7.41,1.36,13.99,4.2,0.107,2.67,0.2,89.5121,220.0005,4.528,5.82,None,None,OK,False,95.93,216.18,3.09,OEM-TATA
H-2025-00822,2025-03-02 22:40:00,C,OP-308,F1,ML-2,PT-A,514,Pre_monsoon,34.4,52.3,2.75,83.9,43.3,1.88,134.5,3.348,2.219,0.5,0.067,0.088,0.01,4.117,True,1405.3,225.3,7.73,2.57,10.65,1.8,0.205,2.95,8.7,89.4795,220.0159,4.4901,5.54,None,None,OK,False,98.48,213.09,2.74,OEM-MAHINDRA
H-2025-00823,2025-03-03 02:07:00,C,OP-308,F1,ML-1,PT-A,515,Pre_monsoon,33.2,60.1,3.29,82.6,45.6,2.13,100.6,3.173,2.4,0.5,0.079,0.074,0.03,3.998,True,1436.9,256.9,7.1,3.01,12.18,8.9,0.222,2.73,9.9,89.5051,219.9824,4.4776,4.38,None,None,OK,False,96.45,214.47,1.77,OEM-TATA
H-2025-00824,2025-03-03 02:20:00,C,OP-308,F2,ML-2,PT-A,516,Pre_monsoon,31.4,63.9,2.86,80.1,48.9,1.99,104.8,3.394,2.281,0.677,0.099,0.081,0.1,4.181,True,1400.1,220.1,8.54,8.08,6.92,5.9,0.243,2.99,3.8,89.5216,220.0132,4.4615,4.72,None,None,OK,False,95.5,214.76,4.18,OEM-TATA
H-2025-00825,2025-03-03 05:02:00,C,OP-308,F1,ML-1,PT-A,517,Pre_monsoon,30.4,51.3,3.12,88.9,45.0,1.79,129.7,3.377,2.033,0.561,0.091,0.084,0.023,4.083,True,1408.1,228.1,8.02,2.0,5.95,5.5,0.228,2.1,7.1,89.4917,220.0035,4.5169,5.87,None,None,OK,False,97.56,214.75,2.04,OEM-TATA
H-2025-00826,2025-03-03 05:13:00,C,OP-308,F2,ML-1,PT-A,518,Pre_monsoon,28.1,61.7,3.81,84.6,43.1,1.96,115.5,3.437,1.854,0.66,0.113,0.082,0.071,4.082,True,1379.7,199.7,8.57,0.61,13.78,4.2,0.216,2.2,4.4,89.5025,219.9717,4.5577,4.75,None,None,OK,False,94.07,213.05,3.61,OEM-TATA
H-2025-00827,2025-03-03 06:26:00,A,OP-104,F1,ML-1,PT-A,519,Pre_monsoon,29.5,62.5,3.27,90.2,45.5,1.96,117.6,3.29,2.071,0.685,0.098,0.073,0.009,4.005,True,1391.5,211.5,9.85,4.9,13.95,6.1,0.166,2.78,7.7,89.4866,220.0073,4.4211,5.62,None,None,OK,False,95.01,217.38,2.83,OEM-ASHOK_LEYLAND
H-2025-00828,2025-03-03 07:08:00,A,OP-104,F1,ML-1,PT-B,642,Pre_monsoon,30.2,52.6,2.79,85.9,40.6,1.84,139.6,3.439,1.992,0.678,0.081,0.085,0.04,4.131,True,1392.2,212.2,6.68,3.2,8.84,3.8,0.262,2.79,9.0,89.5237,219.9905,4.498,5.53,None,None,OK,False,96.92,215.48,3.63,OEM-ASHOK_LEYLAND
H-2025-00829,2025-03-03 07:41:00,A,OP-104,F1,ML-1,PT-C,865,Pre_monsoon,37.8,63.8,3.5,86.0,51.5,1.87,121.3,3.402,1.885,0.709,0.097,0.087,0.031,4.059,True,1386.8,206.8,7.96,3.46,13.9,0.3,0.195,3.14,8.3,89.473,220.0199,4.4463,3.41,None,None,OK,False,93.44,212.61,4.84,OEM-MAHINDRA
H-2025-00830,2025-03-03 15:19:00,B,OP-217,F2,ML-1,PT-A,520,Pre_monsoon,37.7,59.3,2.59,81.9,52.8,1.67,123.3,3.365,2.165,0.654,0.084,0.093,0.013,4.118,True,1431.3,251.3,6.58,5.45,4.47,3.2,0.233,2.74,3.3,89.4968,219.9967,4.4855,3.51,None,None,OK,False,95.43,215.44,1.49,OEM-ASHOK_LEYLAND
H-2025-00831,2025-03-03 17:37:00,B,OP-217,F2,ML-2,PT-C,866,Pre_monsoon,35.7,58.0,3.48,79.2,46.7,1.97,134.3,3.587,2.017,0.561,0.063,0.116,0.013,4.298,True,1403.3,223.3,7.74,0.6,9.97,4.6,0.235,2.83,2.8,89.4988,219.9731,4.4864,6.37,None,None,OK,False,96.56,216.99,1.87,OEM-ASHOK_LEYLAND
H-2025-00832,2025-03-03 19:54:00,B,OP-217,F1,ML-2,PT-B,643,Pre_monsoon,34.1,60.1,2.74,79.6,46.0,1.88,105.5,3.406,2.14,0.578,0.103,0.057,0.002,4.139,True,1396.3,216.3,6.74,0.21,8.65,16.3,0.224,3.02,10.2,89.4722,219.9914,4.5427,6.11,None,None,OK,False,97.67,219.7,2.35,OEM-TATA
H-2025-00833,2025-03-03 20:37:00,B,OP-217,F1,ML-1,PT-B,644,Pre_monsoon,34.7,54.3,3.62,81.3,49.7,1.87,124.1,3.294,2.207,0.515,0.095,0.084,0.046,4.058,True,1394.3,214.3,6.77,4.21,9.32,3.7,0.185,2.66,11.9,89.4795,220.0034,4.5053,5.4,None,None,OK,False,95.77,215.69,3.33,OEM-TATA
H-2025-00834,2025-03-03 21:47:00,B,OP-217,F1,ML-2,PT-B,645,Pre_monsoon,34.0,50.4,2.51,86.4,50.1,2.06,149.2,3.534,2.118,0.599,0.12,0.075,0.024,4.265,True,1426.3,246.3,6.15,1.57,12.81,4.7,0.257,2.79,9.8,89.4894,219.9627,4.5239,5.12,None,None,OK,False,97.69,218.4,2.33,OEM-MAHINDRA
H-2025-00835,2025-03-03 22:41:00,C,OP-308,F2,ML-2,PT-C,867,Pre_monsoon,34.5,56.6,3.15,76.3,46.1,2.39,137.5,3.411,2.071,0.532,0.079,0.079,0.001,4.128,True,1380.9,200.9,7.97,0.35,5.84,9.4,0.204,2.42,1.8,89.4936,220.0118,4.4835,4.68,None,None,OK,False,94.23,212.23,1.6,OEM-MAHINDRA
H-2025-00836,2025-03-03 23:26:00,C,OP-308,F2,ML-2,PT-A,521,Pre_monsoon,30.2,61.2,2.5,86.8,44.4,1.89,113.9,3.563,2.222,0.622,0.098,0.089,0.052,4.334,True,1397.8,217.8,9.04,1.61,10.86,11.0,0.212,2.36,3.4,89.5008,219.9854,4.5078,4.67,None,None,OK,False,97.98,218.49,1.92,OEM-TATA
H-2025-00837,2025-03-03 23:43:00,C,OP-308,F2,ML-1,PT-B,646,Pre_monsoon,37.8,63.8,3.02,80.2,52.4,2.01,122.9,3.127,2.119,0.605,0.076,0.079,0.034,3.86,True,1408.6,228.6,6.57,7.94,5.36,13.6,0.232,2.72,5.6,89.4673,220.0141,4.5056,4.44,None,None,OK,False,95.4,215.05,4.01,OEM-ASHOK_LEYLAND
H-2025-00838,2025-03-04 00:14:00,C,OP-308,F1,ML-2,PT-C,868,Pre_monsoon,35.6,56.5,2.53,82.7,52.9,2.11,109.1,3.314,2.036,0.672,0.074,0.056,0.153,4.011,True,1408.6,228.6,5.67,4.6,7.16,9.1,0.197,2.95,10.2,89.509,220.0342,4.5611,4.79,None,None,OK,False,96.36,211.72,3.66,OEM-TATA
H-2025-00839,2025-03-04 01:00:00,C,OP-308,F1,ML-1,PT-B,647,Pre_monsoon,30.3,54.0,2.5,81.5,46.2,2.01,118.0,3.314,2.085,0.632,0.12,0.066,0.007,4.031,True,1414.4,234.4,8.12,0.62,11.19,3.0,0.242,2.49,10.6,89.4938,220.0217,4.4959,6.7,None,None,OK,False,98.87,216.35,1.1,OEM-TATA
H-2025-00840,2025-03-04 03:40:00,C,OP-308,F1,ML-2,PT-A,522,Pre_monsoon,33.1,52.0,3.22,85.0,43.1,1.96,112.1,3.123,2.244,0.64,0.06,0.085,0.029,3.9,True,1429.9,249.9,8.66,0.68,10.5,1.7,0.214,2.84,6.8,89.5011,219.9975,4.5071,4.83,Dimensional_NC,Major_Rework,Scrap,False,94.8,211.3,2.97,OEM-TATA
H-2025-00841,2025-03-04 03:59:00,C,OP-308,F2,ML-1,PT-B,648,Pre_monsoon,35.9,64.0,2.67,87.4,50.1,2.01,117.8,3.37,2.175,0.659,0.087,0.061,0.0,4.115,True,1403.9,223.9,9.83,0.78,10.02,0.3,0.185,2.59,3.3,89.4948,220.0183,4.5355,5.24,None,None,OK,False,98.11,213.61,0.63,OEM-MAHINDRA
H-2025-00842,2025-03-04 04:11:00,C,OP-308,F1,ML-2,PT-B,649,Pre_monsoon,37.1,53.5,2.58,85.2,54.7,2.0,133.0,3.305,2.075,0.684,0.113,0.055,0.029,4.015,True,1397.8,217.8,7.39,0.22,5.71,4.1,0.222,2.52,8.8,89.4873,220.0101,4.4784,3.38,None,None,OK,False,96.57,216.27,1.81,OEM-TATA
H-2025-00843,2025-03-04 04:37:00,C,OP-308,F1,ML-2,PT-A,523,Pre_monsoon,31.8,63.7,2.79,80.6,43.6,1.87,108.0,3.11,2.146,0.5,0.064,0.07,0.027,3.849,True,1437.8,257.8,7.39,0.44,13.36,8.8,0.16,2.93,8.2,89.5093,220.0012,4.4526,4.57,None,None,OK,False,96.59,211.79,2.35,OEM-TATA
H-2025-00844,2025-03-04 06:23:00,A,OP-104,F2,ML-2,PT-B,650,Pre_monsoon,32.8,52.8,3.22,85.7,48.5,2.06,137.5,3.258,2.289,0.609,0.08,0.05,0.029,4.038,True,1409.3,229.3,8.05,3.45,7.82,3.5,0.207,2.48,2.6,89.5159,220.0577,4.4873,4.77,None,None,OK,False,97.54,216.41,2.16,OEM-TATA
H-2025-00845,2025-03-04 08:05:00,A,OP-104,F1,ML-1,PT-C,869,Pre_monsoon,31.1,50.3,3.11,87.6,44.5,1.97,146.2,3.516,1.885,0.64,0.101,0.061,0.065,4.165,True,1424.4,244.4,6.72,0.55,12.66,1.2,0.191,2.49,9.4,89.5172,220.0176,4.5196,5.34,None,None,OK,False,96.77,212.24,3.33,OEM-TATA
H-2025-00846,2025-03-04 11:40:00,A,OP-104,F2,ML-2,PT-B,651,Pre_monsoon,31.8,53.4,3.28,86.1,44.1,1.95,97.3,3.459,2.391,0.626,0.069,0.11,0.056,4.293,True,1429.5,249.5,6.86,0.5,9.98,1.2,0.229,2.0,1.7,89.5052,219.9903,4.4895,4.97,None,None,OK,False,97.36,217.62,2.81,OEM-TATA
